year,state,district,crop,season,soil_type,irrigation,seed_variety,area,rainfall,temperature,fertilizer,pesticide,production,yield
2017,Odisha,kendrapara,maize,rabi,saline,canal,hybrid,1.41,173.0,22.945,2342136.925,4996.15,15482.5,3991.0
2017,Odisha,kendrapara,maize,zaid,red_black,none,hyv,2.2,158.0,22.945,2342136.925,4996.15,15482.5,3419.0
2017,Odisha,kendrapara,wheat,kharif,saline,drip,local,4.19,820.0,22.945,2342136.925,4996.15,15482.5,3168.0
2017,Odisha,kendrapara,wheat,rabi,saline,lift,local,3.91,202.0,22.945,2342136.925,4996.15,15482.5,2914.0
2017,Odisha,kendrapara,wheat,zaid,lateritic,drip,hybrid,3.77,168.0,22.945,2342136.925,4996.15,15482.5,4218.0
2017,Odisha,kendrapara,groundnut,kharif,saline,canal,hyv,2.19,873.0,22.945,2342136.925,4996.15,15482.5,2050.0
2017,Odisha,kendrapara,groundnut,rabi,lateritic,canal,hybrid,2.61,98.0,22.945,2342136.925,4996.15,15482.5,2420.0
2017,Odisha,kendrapara,groundnut,zaid,alluvial,none,hybrid,3.79,153.0,22.945,2342136.925,4996.15,15482.5,2381.0
2017,Odisha,kendrapara,mung,kharif,saline,lift,hybrid,2.18,1456.0,22.945,2342136.925,4996.15,15482.5,877.0
2017,Odisha,kendrapara,mung,rabi,alluvial,drip,hyv,4.48,81.0,22.945,2342136.925,4996.15,15482.5,1509.0
2017,Odisha,kendrapara,mung,zaid,lateritic,lift,local,3.93,247.0,22.945,2342136.925,4996.15,15482.5,1000.0
2017,Odisha,kendrapara,cotton,kharif,saline,canal,hybrid,3.6,1466.0,22.945,2342136.925,4996.15,15482.5,1524.0
2017,Odisha,kendrapara,cotton,rabi,saline,lift,hybrid,1.61,285.0,22.945,2342136.925,4996.15,15482.5,1311.0
2017,Odisha,kendrapara,sugarcane,kharif,alluvial,canal,hybrid,3.5,1419.0,22.945,2342136.925,4996.15,15482.5,95920.0
2017,Odisha,kendrapara,sugarcane,rabi,lateritic,lift,hyv,1.61,219.0,22.945,2342136.925,4996.15,15482.5,84157.0
2017,Odisha,kendrapara,turmeric,kharif,alluvial,tubewell,local,3.97,1193.0,22.945,2342136.925,4996.15,15482.5,5508.0
2017,Odisha,kendrapara,turmeric,rabi,alluvial,lift,hybrid,4.59,92.0,22.945,2342136.925,4996.15,15482.5,6732.0
2017,Odisha,keonjhar,rice,kharif,red_black,lift,hybrid,1.86,1474.0,22.945,2342136.925,4996.15,15482.5,4311.0
2017,Odisha,keonjhar,rice,zaid,red_black,drip,hybrid,2.35,236.0,22.945,2342136.925,4996.15,15482.5,4521.0
2017,Odisha,keonjhar,maize,kharif,alluvial,none,hybrid,3.08,946.0,22.945,2342136.925,4996.15,15482.5,4493.0
2017,Odisha,keonjhar,maize,rabi,lateritic,canal,hybrid,2.29,93.0,22.945,2342136.925,4996.15,15482.5,4240.0
2017,Odisha,keonjhar,maize,zaid,alluvial,lift,local,0.81,184.0,22.945,2342136.925,4996.15,15482.5,3843.0
2017,Odisha,keonjhar,wheat,kharif,red_black,lift,hybrid,2.44,990.0,22.945,2342136.925,4996.15,15482.5,3476.0
2017,Odisha,keonjhar,wheat,rabi,lateritic,tubewell,hyv,1.32,165.0,22.945,2342136.925,4996.15,15482.5,4603.0
2017,Odisha,keonjhar,wheat,zaid,lateritic,drip,local,1.4,257.0,22.945,2342136.925,4996.15,15482.5,3912.0
2017,Odisha,keonjhar,groundnut,kharif,red_black,tubewell,hyv,2.48,911.0,22.945,2342136.925,4996.15,15482.5,2791.0
2017,Odisha,keonjhar,groundnut,rabi,alluvial,tubewell,hyv,0.89,66.0,22.945,2342136.925,4996.15,15482.5,2424.0
2017,Odisha,keonjhar,groundnut,zaid,alluvial,canal,hybrid,1.56,244.0,22.945,2342136.925,4996.15,15482.5,2956.0
2017,Odisha,keonjhar,mung,kharif,alluvial,none,local,1.7,1481.0,22.945,2342136.925,4996.15,15482.5,1000.0
2017,Odisha,keonjhar,mung,rabi,alluvial,drip,local,1.45,146.0,22.945,2342136.925,4996.15,15482.5,1244.0
2017,Odisha,keonjhar,mung,zaid,red_black,drip,hyv,2.63,159.0,22.945,2342136.925,4996.15,15482.5,1137.0
2017,Odisha,keonjhar,cotton,kharif,red_black,canal,hybrid,4.51,1045.0,22.945,2342136.925,4996.15,15482.5,2069.0
2017,Odisha,keonjhar,cotton,rabi,saline,canal,hyv,3.25,273.0,22.945,2342136.925,4996.15,15482.5,1513.0
2017,Odisha,keonjhar,sugarcane,kharif,alluvial,canal,local,2.56,942.0,22.945,2342136.925,4996.15,15482.5,90904.0
2017,Odisha,keonjhar,sugarcane,rabi,alluvial,none,hybrid,1.76,258.0,22.945,2342136.925,4996.15,15482.5,94717.0
2017,Odisha,keonjhar,turmeric,kharif,red_black,tubewell,hyv,3.28,1286.0,22.945,2342136.925,4996.15,15482.5,5783.0
2017,Odisha,keonjhar,turmeric,rabi,saline,drip,hybrid,1.35,295.0,22.945,2342136.925,4996.15,15482.5,5958.0
2017,Odisha,khordha,rice,kharif,alluvial,canal,hybrid,2.12,1133.0,22.945,2342136.925,4996.15,15482.5,4115.0
2017,Odisha,khordha,rice,zaid,saline,tubewell,hyv,3.83,139.0,22.945,2342136.925,4996.15,15482.5,3153.0
2017,Odisha,khordha,maize,kharif,saline,lift,hybrid,4.36,1194.0,22.945,2342136.925,4996.15,15482.5,3886.0
2017,Odisha,khordha,maize,rabi,lateritic,canal,hybrid,1.14,196.0,22.945,2342136.925,4996.15,15482.5,4753.0
2017,Odisha,khordha,maize,zaid,alluvial,drip,local,2.74,263.0,22.945,2342136.925,4996.15,15482.5,3946.0
2017,Odisha,khordha,wheat,kharif,saline,drip,local,4.53,1293.0,22.945,2342136.925,4996.15,15482.5,3475.0
2017,Odisha,khordha,wheat,rabi,lateritic,drip,local,1.45,218.0,22.945,2342136.925,4996.15,15482.5,4317.0
2017,Odisha,khordha,wheat,zaid,alluvial,none,hyv,4.97,287.0,22.945,2342136.925,4996.15,15482.5,3193.0
2017,Odisha,khordha,groundnut,kharif,saline,canal,hyv,1.49,1287.0,22.945,2342136.925,4996.15,15482.5,1934.0
2017,Odisha,khordha,groundnut,rabi,lateritic,none,hybrid,3.35,253.0,22.945,2342136.925,4996.15,15482.5,2356.0
2017,Odisha,khordha,groundnut,zaid,lateritic,canal,hybrid,3.95,214.0,22.945,2342136.925,4996.15,15482.5,2920.0
2017,Odisha,khordha,mung,kharif,saline,canal,hybrid,3.84,1469.0,22.945,2342136.925,4996.15,15482.5,1076.0
2017,Odisha,khordha,mung,rabi,saline,drip,local,1.51,72.0,22.945,2342136.925,4996.15,15482.5,772.0
2017,Odisha,khordha,mung,zaid,alluvial,none,hyv,3.83,240.0,22.945,2342136.925,4996.15,15482.5,1201.0
2017,Odisha,khordha,cotton,kharif,red_black,none,local,4.34,1390.0,22.945,2342136.925,4996.15,15482.5,1431.0
2017,Odisha,khordha,cotton,rabi,red_black,none,local,3.16,149.0,22.945,2342136.925,4996.15,15482.5,1142.0
2017,Odisha,khordha,sugarcane,kharif,red_black,lift,hyv,4.09,929.0,22.945,2342136.925,4996.15,15482.5,97575.0
2017,Odisha,khordha,sugarcane,rabi,lateritic,drip,local,2.28,167.0,22.945,2342136.925,4996.15,15482.5,89744.0
2017,Odisha,khordha,turmeric,kharif,lateritic,canal,hyv,4.27,1266.0,22.945,2342136.925,4996.15,15482.5,5795.0
2017,Odisha,khordha,turmeric,rabi,red_black,tubewell,local,3.86,261.0,22.945,2342136.925,4996.15,15482.5,5567.0
2017,Odisha,koraput,rice,kharif,red_black,none,hyv,2.76,1080.0,22.945,2342136.925,4996.15,15482.5,3174.0
2017,Odisha,koraput,rice,zaid,saline,drip,hybrid,4.23,230.0,22.945,2342136.925,4996.15,15482.5,3082.0
2017,Odisha,koraput,maize,kharif,alluvial,lift,hyv,1.19,1030.0,22.945,2342136.925,4996.15,15482.5,4223.0
2017,Odisha,koraput,maize,rabi,lateritic,none,hyv,3.77,258.0,22.945,2342136.925,4996.15,15482.5,3079.0
2017,Odisha,koraput,maize,zaid,alluvial,tubewell,hybrid,2.27,171.0,22.945,2342136.925,4996.15,15482.5,4593.0
2017,Odisha,koraput,wheat,kharif,saline,canal,hyv,0.82,1089.0,22.945,2342136.925,4996.15,15482.5,3136.0
2017,Odisha,koraput,wheat,rabi,saline,tubewell,local,1.09,198.0,22.945,2342136.925,4996.15,15482.5,2884.0
2017,Odisha,koraput,wheat,zaid,red_black,none,hyv,3.45,163.0,22.945,2342136.925,4996.15,15482.5,3129.0
2017,Odisha,koraput,groundnut,kharif,red_black,lift,local,1.44,1000.0,22.945,2342136.925,4996.15,15482.5,2052.0
2017,Odisha,koraput,groundnut,rabi,red_black,none,hybrid,4.35,251.0,22.945,2342136.925,4996.15,15482.5,1882.0
2017,Odisha,koraput,groundnut,zaid,saline,tubewell,hyv,3.56,64.0,22.945,2342136.925,4996.15,15482.5,1699.0
2017,Odisha,koraput,mung,kharif,red_black,none,hyv,1.31,1327.0,22.945,2342136.925,4996.15,15482.5,756.0
2017,Odisha,koraput,mung,rabi,saline,canal,local,3.32,58.0,22.945,2342136.925,4996.15,15482.5,708.0
2017,Odisha,koraput,mung,zaid,lateritic,none,hyv,2.7,294.0,22.945,2342136.925,4996.15,15482.5,923.0
2017,Odisha,koraput,cotton,kharif,saline,tubewell,hybrid,4.96,891.0,22.945,2342136.925,4996.15,15482.5,1438.0
2017,Odisha,koraput,cotton,rabi,saline,lift,hyv,3.35,52.0,22.945,2342136.925,4996.15,15482.5,1134.0
2017,Odisha,koraput,sugarcane,kharif,alluvial,none,local,1.05,1321.0,22.945,2342136.925,4996.15,15482.5,70806.0
2017,Odisha,koraput,sugarcane,rabi,alluvial,tubewell,hybrid,3.08,120.0,22.945,2342136.925,4996.15,15482.5,104107.0
2017,Odisha,koraput,turmeric,kharif,lateritic,none,hyv,2.68,1244.0,22.945,2342136.925,4996.15,15482.5,4559.0
2017,Odisha,koraput,turmeric,rabi,lateritic,canal,local,1.96,270.0,22.945,2342136.925,4996.15,15482.5,4852.0
2017,Odisha,malkangiri,rice,kharif,lateritic,drip,hyv,4.16,1369.0,22.945,2342136.925,4996.15,15482.5,3342.0
2017,Odisha,malkangiri,rice,zaid,saline,drip,local,2.84,232.0,22.945,2342136.925,4996.15,15482.5,2532.0
2017,Odisha,malkangiri,maize,kharif,lateritic,none,hybrid,4.54,1413.0,22.945,2342136.925,4996.15,15482.5,3221.0
2017,Odisha,malkangiri,maize,rabi,alluvial,tubewell,hybrid,2.51,60.0,22.945,2342136.925,4996.15,15482.5,4440.0
2017,Odisha,malkangiri,maize,zaid,lateritic,tubewell,hybrid,1.23,267.0,22.945,2342136.925,4996.15,15482.5,4355.0
2017,Odisha,malkangiri,wheat,kharif,alluvial,none,local,2.78,1357.0,22.945,2342136.925,4996.15,15482.5,2806.0
2017,Odisha,malkangiri,wheat,rabi,saline,tubewell,hybrid,0.5,292.0,22.945,2342136.925,4996.15,15482.5,3151.0
2017,Odisha,malkangiri,wheat,zaid,red_black,drip,hybrid,2.9,175.0,22.945,2342136.925,4996.15,15482.5,3855.0
2017,Odisha,malkangiri,groundnut,kharif,red_black,canal,hybrid,2.92,901.0,22.945,2342136.925,4996.15,15482.5,2341.0
2017,Odisha,malkangiri,groundnut,rabi,lateritic,none,local,1.35,263.0,22.945,2342136.925,4996.15,15482.5,1607.0
2017,Odisha,malkangiri,groundnut,zaid,lateritic,tubewell,hybrid,2.98,121.0,22.945,2342136.925,4996.15,15482.5,2635.0
2017,Odisha,malkangiri,mung,kharif,saline,tubewell,local,2.97,1465.0,22.945,2342136.925,4996.15,15482.5,677.0
2017,Odisha,malkangiri,mung,rabi,saline,tubewell,hyv,0.87,158.0,22.945,2342136.925,4996.15,15482.5,777.0
2017,Odisha,malkangiri,mung,zaid,lateritic,tubewell,local,3.33,212.0,22.945,2342136.925,4996.15,15482.5,848.0
2017,Odisha,malkangiri,cotton,kharif,red_black,tubewell,hybrid,3.46,1419.0,22.945,2342136.925,4996.15,15482.5,1874.0
2017,Odisha,malkangiri,cotton,rabi,saline,tubewell,local,1.92,147.0,22.945,2342136.925,4996.15,15482.5,1188.0
2017,Odisha,malkangiri,sugarcane,kharif,lateritic,none,local,1.72,1500.0,22.945,2342136.925,4996.15,15482.5,62332.0
2017,Odisha,malkangiri,sugarcane,rabi,saline,drip,local,1.98,282.0,22.945,2342136.925,4996.15,15482.5,56301.0
2017,Odisha,malkangiri,turmeric,kharif,red_black,canal,local,4.41,810.0,22.945,2342136.925,4996.15,15482.5,4184.0
2017,Odisha,malkangiri,turmeric,rabi,saline,none,local,2.2,286.0,22.945,2342136.925,4996.15,15482.5,2679.0
2017,Odisha,mayurbhanj,rice,kharif,lateritic,none,hybrid,3.78,1301.0,22.945,2342136.925,4996.15,15482.5,3238.0
2017,Odisha,mayurbhanj,rice,rabi,red_black,canal,hybrid,1.72,62.0,22.945,2342136.925,4996.15,15482.5,3298.0
2017,Odisha,mayurbhanj,rice,zaid,red_black,tubewell,hyv,1.31,223.0,22.945,2342136.925,4996.15,15482.5,3766.0
2017,Odisha,mayurbhanj,maize,kharif,saline,drip,hyv,3.17,1325.0,22.945,2342136.925,4996.15,15482.5,3328.0
2017,Odisha,mayurbhanj,maize,rabi,lateritic,tubewell,local,2.2,63.0,22.945,2342136.925,4996.15,15482.5,3854.0
2017,Odisha,mayurbhanj,maize,zaid,lateritic,canal,hybrid,3.24,96.0,22.945,2342136.925,4996.15,15482.5,4779.0
2017,Odisha,mayurbhanj,wheat,kharif,red_black,lift,hyv,2.76,1238.0,22.945,2342136.925,4996.15,15482.5,3303.0
2017,Odisha,mayurbhanj,wheat,rabi,lateritic,drip,hyv,3.36,128.0,22.945,2342136.925,4996.15,15482.5,3850.0
2017,Odisha,mayurbhanj,wheat,zaid,red_black,lift,local,3.36,111.0,22.945,2342136.925,4996.15,15482.5,2688.0
2017,Odisha,mayurbhanj,groundnut,kharif,lateritic,none,hybrid,0.76,1367.0,22.945,2342136.925,4996.15,15482.5,2414.0
2017,Odisha,mayurbhanj,groundnut,rabi,alluvial,lift,hyv,3.55,84.0,22.945,2342136.925,4996.15,15482.5,2829.0
2017,Odisha,mayurbhanj,groundnut,zaid,saline,lift,hybrid,3.58,186.0,22.945,2342136.925,4996.15,15482.5,2085.0
2017,Odisha,mayurbhanj,mung,kharif,saline,none,local,3.27,807.0,22.945,2342136.925,4996.15,15482.5,718.0
2017,Odisha,mayurbhanj,mung,rabi,red_black,lift,local,4.97,285.0,22.945,2342136.925,4996.15,15482.5,922.0
2017,Odisha,mayurbhanj,mung,zaid,alluvial,drip,hybrid,2.52,288.0,22.945,2342136.925,4996.15,15482.5,1287.0
2017,Odisha,mayurbhanj,cotton,kharif,lateritic,drip,local,0.84,1326.0,22.945,2342136.925,4996.15,15482.5,1718.0
2017,Odisha,mayurbhanj,cotton,rabi,alluvial,canal,hyv,2.73,298.0,22.945,2342136.925,4996.15,15482.5,1641.0
2017,Odisha,mayurbhanj,sugarcane,kharif,red_black,none,hybrid,1.62,920.0,22.945,2342136.925,4996.15,15482.5,82203.0
2017,Odisha,mayurbhanj,sugarcane,rabi,red_black,canal,hyv,1.82,238.0,22.945,2342136.925,4996.15,15482.5,81978.0
2017,Odisha,mayurbhanj,turmeric,kharif,saline,drip,local,4.65,1458.0,22.945,2342136.925,4996.15,15482.5,4695.0
2017,Odisha,mayurbhanj,turmeric,rabi,alluvial,drip,hyv,4.52,64.0,22.945,2342136.925,4996.15,15482.5,7265.0
2017,Odisha,nabarangpur,rice,kharif,alluvial,canal,hybrid,2.57,909.0,22.945,2342136.925,4996.15,15482.5,4263.0
2017,Odisha,nabarangpur,rice,rabi,saline,tubewell,hyv,0.54,100.0,22.945,2342136.925,4996.15,15482.5,2702.0
2017,Odisha,nabarangpur,rice,zaid,lateritic,none,hyv,1.06,89.0,22.945,2342136.925,4996.15,15482.5,2864.0
2017,Odisha,nabarangpur,maize,kharif,lateritic,canal,hyv,2.28,1238.0,22.945,2342136.925,4996.15,15482.5,3890.0
2017,Odisha,nabarangpur,maize,rabi,red_black,tubewell,local,4.95,162.0,22.945,2342136.925,4996.15,15482.5,3768.0
2017,Odisha,nabarangpur,maize,zaid,lateritic,tubewell,hyv,3.86,276.0,22.945,2342136.925,4996.15,15482.5,3526.0
2017,Odisha,nabarangpur,wheat,kharif,alluvial,tubewell,local,1.78,1231.0,22.945,2342136.925,4996.15,15482.5,3289.0
2017,Odisha,nabarangpur,wheat,rabi,alluvial,canal,local,3.5,295.0,22.945,2342136.925,4996.15,15482.5,4402.0
2017,Odisha,nabarangpur,wheat,zaid,alluvial,canal,hyv,2.7,224.0,22.945,2342136.925,4996.15,15482.5,4244.0
2017,Odisha,nabarangpur,groundnut,kharif,red_black,tubewell,hyv,2.76,1198.0,22.945,2342136.925,4996.15,15482.5,2799.0
2017,Odisha,nabarangpur,groundnut,rabi,alluvial,tubewell,local,4.07,138.0,22.945,2342136.925,4996.15,15482.5,2109.0
2017,Odisha,nabarangpur,groundnut,zaid,alluvial,drip,hybrid,1.56,137.0,22.945,2342136.925,4996.15,15482.5,3389.0
2017,Odisha,nabarangpur,mung,kharif,alluvial,lift,hyv,2.66,884.0,22.945,2342136.925,4996.15,15482.5,1040.0
2017,Odisha,nabarangpur,mung,rabi,lateritic,lift,hybrid,1.19,113.0,22.945,2342136.925,4996.15,15482.5,1103.0
2017,Odisha,nabarangpur,mung,zaid,alluvial,canal,hyv,4.97,260.0,22.945,2342136.925,4996.15,15482.5,1122.0
2017,Odisha,nabarangpur,cotton,kharif,lateritic,lift,hyv,3.68,1314.0,22.945,2342136.925,4996.15,15482.5,1659.0
2017,Odisha,nabarangpur,cotton,rabi,lateritic,drip,local,4.97,212.0,22.945,2342136.925,4996.15,15482.5,1602.0
2017,Odisha,nabarangpur,sugarcane,kharif,lateritic,tubewell,local,1.1,996.0,22.945,2342136.925,4996.15,15482.5,67197.0
2017,Odisha,nabarangpur,sugarcane,rabi,saline,tubewell,local,3.27,63.0,22.945,2342136.925,4996.15,15482.5,54742.0
2017,Odisha,nabarangpur,turmeric,kharif,saline,lift,hybrid,1.88,1036.0,22.945,2342136.925,4996.15,15482.5,4575.0
2017,Odisha,nabarangpur,turmeric,rabi,red_black,tubewell,hyv,2.66,214.0,22.945,2342136.925,4996.15,15482.5,5536.0
2017,Odisha,nayagarh,rice,kharif,red_black,none,local,1.71,1159.0,22.945,2342136.925,4996.15,15482.5,2568.0
2017,Odisha,nayagarh,rice,zaid,red_black,tubewell,local,1.32,219.0,22.945,2342136.925,4996.15,15482.5,2550.0
2017,Odisha,nayagarh,maize,kharif,lateritic,canal,hyv,2.62,903.0,22.945,2342136.925,4996.15,15482.5,4647.0
2017,Odisha,nayagarh,maize,rabi,lateritic,lift,hyv,4.77,127.0,22.945,2342136.925,4996.15,15482.5,3639.0
2017,Odisha,nayagarh,maize,zaid,alluvial,none,hybrid,0.56,270.0,22.945,2342136.925,4996.15,15482.5,4189.0
2017,Odisha,nayagarh,wheat,kharif,red_black,tubewell,hyv,3.84,1403.0,22.945,2342136.925,4996.15,15482.5,3703.0
2017,Odisha,nayagarh,wheat,rabi,red_black,drip,local,3.43,148.0,22.945,2342136.925,4996.15,15482.5,3489.0
2017,Odisha,nayagarh,wheat,zaid,alluvial,none,local,3.33,60.0,22.945,2342136.925,4996.15,15482.5,3174.0
2017,Odisha,nayagarh,groundnut,kharif,lateritic,drip,local,3.67,876.0,22.945,2342136.925,4996.15,15482.5,2638.0
2017,Odisha,nayagarh,groundnut,rabi,red_black,drip,hyv,3.76,101.0,22.945,2342136.925,4996.15,15482.5,3086.0
2017,Odisha,nayagarh,groundnut,zaid,lateritic,drip,local,1.08,232.0,22.945,2342136.925,4996.15,15482.5,2282.0
2017,Odisha,nayagarh,mung,kharif,red_black,canal,hyv,2.52,1246.0,22.945,2342136.925,4996.15,15482.5,1175.0
2017,Odisha,nayagarh,mung,rabi,saline,none,hyv,2.86,252.0,22.945,2342136.925,4996.15,15482.5,835.0
2017,Odisha,nayagarh,mung,zaid,lateritic,none,hybrid,1.73,124.0,22.945,2342136.925,4996.15,15482.5,1140.0
2017,Odisha,nayagarh,cotton,kharif,alluvial,none,hybrid,1.36,1306.0,22.945,2342136.925,4996.15,15482.5,1805.0
2017,Odisha,nayagarh,cotton,rabi,alluvial,drip,local,2.47,193.0,22.945,2342136.925,4996.15,15482.5,1720.0
2017,Odisha,nayagarh,sugarcane,kharif,saline,lift,hybrid,1.72,963.0,22.945,2342136.925,4996.15,15482.5,64723.0
2017,Odisha,nayagarh,sugarcane,rabi,lateritic,drip,hybrid,3.64,252.0,22.945,2342136.925,4996.15,15482.5,117639.0
2017,Odisha,nayagarh,turmeric,kharif,saline,drip,hybrid,3.68,1110.0,22.945,2342136.925,4996.15,15482.5,5239.0
2017,Odisha,nayagarh,turmeric,rabi,red_black,tubewell,hybrid,1.71,107.0,22.945,2342136.925,4996.15,15482.5,5314.0
2017,Odisha,nuapada,rice,kharif,lateritic,none,hyv,0.68,1084.0,22.945,2342136.925,4996.15,15482.5,2828.0
2017,Odisha,nuapada,rice,zaid,alluvial,canal,hybrid,4.91,103.0,22.945,2342136.925,4996.15,15482.5,4730.0
2017,Odisha,nuapada,maize,kharif,alluvial,drip,local,3.42,1177.0,22.945,2342136.925,4996.15,15482.5,4460.0
2017,Odisha,nuapada,maize,rabi,alluvial,canal,hybrid,4.48,84.0,22.945,2342136.925,4996.15,15482.5,4599.0
2017,Odisha,nuapada,maize,zaid,red_black,lift,hyv,4.93,52.0,22.945,2342136.925,4996.15,15482.5,3938.0
2017,Odisha,nuapada,wheat,kharif,lateritic,canal,hybrid,4.84,816.0,22.945,2342136.925,4996.15,15482.5,3792.0
2017,Odisha,nuapada,wheat,rabi,alluvial,drip,hybrid,3.86,217.0,22.945,2342136.925,4996.15,15482.5,5069.0
2017,Odisha,nuapada,wheat,zaid,lateritic,canal,hyv,1.49,198.0,22.945,2342136.925,4996.15,15482.5,3595.0
2017,Odisha,nuapada,groundnut,kharif,lateritic,lift,hyv,1.54,1177.0,22.945,2342136.925,4996.15,15482.5,2431.0
2017,Odisha,nuapada,groundnut,rabi,saline,tubewell,local,2.73,258.0,22.945,2342136.925,4996.15,15482.5,1706.0
2017,Odisha,nuapada,groundnut,zaid,lateritic,tubewell,hybrid,2.71,215.0,22.945,2342136.925,4996.15,15482.5,2885.0
2017,Odisha,nuapada,mung,kharif,alluvial,canal,hyv,1.23,1203.0,22.945,2342136.925,4996.15,15482.5,1096.0
2017,Odisha,nuapada,mung,rabi,lateritic,drip,local,1.15,166.0,22.945,2342136.925,4996.15,15482.5,1017.0
2017,Odisha,nuapada,mung,zaid,alluvial,lift,hybrid,2.87,256.0,22.945,2342136.925,4996.15,15482.5,1292.0
2017,Odisha,nuapada,cotton,kharif,alluvial,none,hyv,2.23,813.0,22.945,2342136.925,4996.15,15482.5,1340.0
2017,Odisha,nuapada,cotton,rabi,lateritic,none,local,3.97,290.0,22.945,2342136.925,4996.15,15482.5,1116.0
2017,Odisha,nuapada,sugarcane,kharif,alluvial,drip,local,4.81,1146.0,22.945,2342136.925,4996.15,15482.5,81972.0
2017,Odisha,nuapada,sugarcane,rabi,lateritic,none,local,2.66,163.0,22.945,2342136.925,4996.15,15482.5,66225.0
2017,Odisha,nuapada,turmeric,kharif,red_black,tubewell,hyv,2.66,1356.0,22.945,2342136.925,4996.15,15482.5,5095.0
2017,Odisha,nuapada,turmeric,rabi,alluvial,canal,local,4.21,125.0,22.945,2342136.925,4996.15,15482.5,4650.0
2017,Odisha,puri,rice,kharif,saline,none,local,0.51,1032.0,22.945,2342136.925,4996.15,15482.5,2118.0
2017,Odisha,puri,rice,zaid,red_black,tubewell,hybrid,1.79,225.0,22.945,2342136.925,4996.15,15482.5,4435.0
2017,Odisha,puri,maize,kharif,alluvial,lift,hyv,1.26,904.0,22.945,2342136.925,4996.15,15482.5,3870.0
2017,Odisha,puri,maize,rabi,red_black,canal,local,3.27,286.0,22.945,2342136.925,4996.15,15482.5,3347.0
2017,Odisha,puri,maize,zaid,alluvial,none,hybrid,1.18,135.0,22.945,2342136.925,4996.15,15482.5,4238.0
2017,Odisha,puri,wheat,kharif,lateritic,drip,hybrid,2.41,1108.0,22.945,2342136.925,4996.15,15482.5,5340.0
2017,Odisha,puri,wheat,rabi,red_black,drip,hyv,4.44,177.0,22.945,2342136.925,4996.15,15482.5,4298.0
2017,Odisha,puri,wheat,zaid,red_black,canal,hybrid,4.09,270.0,22.945,2342136.925,4996.15,15482.5,4792.0
2017,Odisha,puri,groundnut,kharif,lateritic,tubewell,hyv,1.17,1289.0,22.945,2342136.925,4996.15,15482.5,2566.0
2017,Odisha,puri,groundnut,rabi,alluvial,none,hybrid,2.42,87.0,22.945,2342136.925,4996.15,15482.5,2775.0
2017,Odisha,puri,groundnut,zaid,red_black,none,local,1.32,131.0,22.945,2342136.925,4996.15,15482.5,1824.0
2017,Odisha,puri,mung,kharif,saline,lift,hyv,3.62,1451.0,22.945,2342136.925,4996.15,15482.5,828.0
2017,Odisha,puri,mung,rabi,lateritic,canal,hybrid,4.65,190.0,22.945,2342136.925,4996.15,15482.5,1215.0
2017,Odisha,puri,mung,zaid,saline,lift,hybrid,2.91,71.0,22.945,2342136.925,4996.15,15482.5,849.0
2017,Odisha,puri,cotton,kharif,saline,drip,hybrid,3.1,1024.0,22.945,2342136.925,4996.15,15482.5,1733.0
2017,Odisha,puri,cotton,rabi,lateritic,none,hyv,0.51,54.0,22.945,2342136.925,4996.15,15482.5,1663.0
2017,Odisha,puri,sugarcane,kharif,saline,canal,local,4.64,1157.0,22.945,2342136.925,4996.15,15482.5,56863.0
2017,Odisha,puri,sugarcane,rabi,lateritic,canal,hyv,2.57,191.0,22.945,2342136.925,4996.15,15482.5,103657.0
2017,Odisha,puri,turmeric,kharif,lateritic,lift,local,4.23,941.0,22.945,2342136.925,4996.15,15482.5,4004.0
2017,Odisha,puri,turmeric,rabi,lateritic,none,hyv,3.8,158.0,22.945,2342136.925,4996.15,15482.5,5114.0
2017,Odisha,rayagada,rice,kharif,alluvial,canal,hybrid,0.98,1288.0,22.945,2342136.925,4996.15,15482.5,4416.0
2017,Odisha,rayagada,rice,zaid,alluvial,tubewell,local,2.14,69.0,22.945,2342136.925,4996.15,15482.5,2739.0
2017,Odisha,rayagada,maize,kharif,saline,none,local,3.94,943.0,22.945,2342136.925,4996.15,15482.5,2259.0
2017,Odisha,rayagada,maize,rabi,red_black,drip,hyv,2.35,250.0,22.945,2342136.925,4996.15,15482.5,4052.0
2017,Odisha,rayagada,maize,zaid,red_black,none,local,1.2,58.0,22.945,2342136.925,4996.15,15482.5,3175.0
2017,Odisha,rayagada,wheat,kharif,lateritic,drip,hybrid,1.22,1233.0,22.945,2342136.925,4996.15,15482.5,4188.0
2017,Odisha,rayagada,wheat,rabi,red_black,lift,hybrid,2.76,158.0,22.945,2342136.925,4996.15,15482.5,4081.0
2017,Odisha,rayagada,wheat,zaid,red_black,tubewell,local,2.85,82.0,22.945,2342136.925,4996.15,15482.5,3649.0
2017,Odisha,rayagada,groundnut,kharif,saline,tubewell,hybrid,0.75,1372.0,22.945,2342136.925,4996.15,15482.5,1985.0
2017,Odisha,rayagada,groundnut,rabi,alluvial,drip,hybrid,2.61,214.0,22.945,2342136.925,4996.15,15482.5,2885.0
2017,Odisha,rayagada,groundnut,zaid,saline,lift,local,0.75,158.0,22.945,2342136.925,4996.15,15482.5,1446.0
2017,Odisha,rayagada,mung,kharif,red_black,tubewell,local,0.97,1143.0,22.945,2342136.925,4996.15,15482.5,874.0
